,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,44,LOSS,Forex, USDJPY ,,,, Strategy 1 ,,Short,,London,25/07/2025 10:00,,Friday,28/07/2025 18:00,,"3 days, 8 hours, 0 minutes"," $ 5,042.96 ",,0.79659,0.7977,0.111,0.79091,0.568,0.7977,-0.111,5.12 R,0.07%,0.36%,,-$18.26,-0.36%,  ,,,,-$18.26,, $ 24.70 ,," $ 5,024.70 ",-0.36%,0.49%,,$43.00,$1.00,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,A,Good,Good,Strong dollar wrecked it - nice setup - HTF was looking like it would continue lower
,,45,LOSS,Forex, NZDUSD ,,,, Strategy 1 ,,Long,,London,28/07/2025 06:00,,Monday,30/07/2025 10:00,,"2 days, 4 hours, 0 minutes"," $ 5,024.70 ",,0.59707,0.59405,30.2,0.60584,87.7,0.59405,-30.2,2.9 R,0.14%,0.68%,,-$21.00,-0.42%,  ,,,,-$21.00,, $ 3.70 ,," $ 5,003.70 ",-0.42%,0.07%,,$44.00,$1.00,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,A,Good,Good,Strong dollar  - was a nice setup - alligned with HTF
,,46,LOSS,Forex, CHFJPY ,,,, Strategy 1 ,,Long,,London,07/08/2025 07:30,,Thursday,07/08/2025 07:45,,"0 days, 0 hours, 15 minutes"," $ 5,003.70 ",,182.76,182.59,17,183.267,50.7,182.59,-17,2.98 R,0.17%,0.00%,,-$25.00,-0.50%,  ,,,,-$25.00,, $ (21.30),," $ 4,978.70 ",-0.50%,-0.43%,,$45.00,$1.00,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,A-,Good,Good,
,,47,LOSS,Forex, GBPJPY ,,,, Strategy 1 ,,Short,,London,08/08/2025 10:00,,Friday,12/08/2025,,"3 days, 14 hours, 0 minutes"," $ 4,978.70 ",,198.42,199.55,113,195.037,338.3,199.55,-113,2.99 R,0.17%,0.50%,,-$25.00,-0.50%,  ,,,,-$25.00,, $ (46.30),," $ 4,953.70 ",-0.50%,-0.93%,,$46.00,$1.00,,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,A+,Good,Good,
,,48,WIN,Forex, EURUSD ,,,, Strategy 1 ,,Long,,N.Y,14/08/2025 18:36,,Thursday,14/08/2025 20:30,,"0 days, 1 hours, 54 minutes"," $ 4,953.70 ",,1.16343,1.16305,3.8,1.16475,13.2,1.16475,13.2,3.47 R,0.51%,1.78%,,$88.40,1.78%,  ,,,,$88.40,, $ 42.10 ,," $ 5,042.10 ",1.78%,0.84%,,$47.00,$1.00,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,A+,Good,Good,
,,49,LOSS,Forex, AUDUSD ,,,, Strategy 1 ,,Long,,N.Y,15/08/2025 13:30,,Friday,15/08/2025 13:30,,"0 days, 0 hours, 0 minutes"," $ 5,042.10 ",,0.65083,0.65051,3.2,0.65159,7.6,0.65051,-3.2,2.38 R,0.07%,0.27%,,-$8.90,-0.18%,  ,,,,-$8.90,, $ 33.20 ,," $ 5,033.20 ",-0.18%,0.66%,,$48.00,$1.00,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,A,Good,Good,Account got cancelled as as result of news trading
,,50,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,51,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,52,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,53,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,54,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,55,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,56,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,57,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,58,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,59,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,60,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,61,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,62,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,63,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,64,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,65,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,66,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,67,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,68,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,69,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,70,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,71,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,72,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,73,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,74,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,75,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,76,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,77,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,78,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,79,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,80,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,81,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,82,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,83,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,84,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,85,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,86,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,87,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,88,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,89,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,90,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,91,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,92,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,93,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,94,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
,,95,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,96,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,97,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,98,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,99,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,100,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,101,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,102,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,103,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,104,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,105,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,106,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,107,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,108,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,109,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,110,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,111,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,112,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,113,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,114,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,115,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,116,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,117,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,118,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,119,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,120,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,121,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,122,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,123,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,124,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,125,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,126,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,127,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,128,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,129,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,130,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,131,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,132,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,133,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,134,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,135,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,136,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,137,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,138,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,139,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,140,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,141,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,142,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,143,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,144,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,145,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,146,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,147,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,148,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,149,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,150,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,151,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,152,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,153,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,154,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,155,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,156,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,157,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,158,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,159,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,160,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,161,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,162,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,163,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,164,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,165,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,166,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,167,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,168,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,169,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,170,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,171,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,172,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,173,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,174,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,175,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,176,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,177,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,178,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,179,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,180,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,181,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,182,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,183,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,184,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,185,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,186,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,187,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,188,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,189,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,190,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,191,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,192,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,193,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,194,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,195,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,196,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,197,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,198,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
,,199,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,  ,,  ,,,,,,,,,,,,,,,,,,
